NAME,RANK (2014),RANK (2013),CEO,WEBSITE,STREETADD,PLACE,ZIP,STATE,X,Y
Molson Coors Brewing Company,580,598,Peter Swinburn,www.molsoncoors.com,1225 17th St.,Denver,80202,CO,-104.9951185,39.75016428
FMC Corporation,581,617,Pierre R. Brondeau,www.fmc.com,1735 Market St.,Philadelphia,19103,PA,-75.16954752,39.95357531
Mead Johnson Nutrition Company,582,600,Peter Kasper Jakobsen,www.meadjohnson.com,2701 Patriot Blvd.,Glenview,60026,IL,-87.82241953,42.10486859
"VWR Funding, Inc.",583,566,Manuel A.H. Brocke-Benz,www.vwr.com,100 Matsonford Rd.,Radnor,19087,PA,-75.35656854,40.04982149
Hyatt Hotels Corporation,584,593,Mark S. Hoplamazian,www.hyatt.com,71 S. Wacker Dr.,Chicago,60606,IL,-87.6363493,41.8809626
SunGard Data Systems Inc.,585,550,Russell P. Fradin,www.sungard.com,680 E. Swedesford Rd.,Wayne,19087,PA,-75.41545702,40.07911418
Tutor Perini Corporation,586,570,Ronald N. Tutor,www.tutorperini.com,15901 Olden St.,Sylmar,91342,CA,-118.4772824,34.3124117
"Fortune Brands Home & Security, Inc.",587,630,Christopher J. Klein,www.fbhs.com,520 Lake Cook Rd.,Deerfield,60015,IL,-87.84282377,42.15657381
LPL Financial Holdings Inc.,588,625,Mark S. Casady,www.lpl.com,75 State St.,Boston,2109,MA,-71.05506094,42.35866529
NVIDIA Corporation,589,553,Jen-Hsun Huang,www.nvidia.com,2701 San Tomas Expressway,Santa Clara,95050,CA,-121.9642346,37.36794162
"Bloomin' Brands, Inc.",590,590,Elizabeth A. Smith,www.bloominbrands.com,2202 N. West Shore Blvd.,Tampa,33607,FL,-82.52477966,27.96050082
"McCormick & Company, Incorporated",591,588,Alan D. Wilson,www.mccormickcorporation.,18 Loveton Circle,Sparks,21152,MD,-76.64975621,39.52031885
Science Applications International Corp,592,0,Anthony J. Moraco,www.saic.com,1710 Saic Dr.,McLean,22102,VA,-77.23402079,38.92260783
Swift Transportation Company,593,643,Jerry C. Moyes,www.swifttrans.com,2200 S. 75th Ave.,Phoenix,85043,AZ,-112.221814,33.42762512
Abercrombie & Fitch Co.,594,529,Michael S. Jeffries,www.abercrombie.com,6301 Fitch Path,New Albany,43054,OH,-82.7820628,40.08480164
The Valspar Corporation,595,584,Gary E. Hendrickson,www.valsparglobal.com,901 Third Ave. S.,Minneapolis,55402,MN,-93.26977381,44.97254235
The Brink's Company,596,594,Thomas C. Schievelbein,www.brinks.com,1801 Bayberry Court,Richmond,23226,VA,-77.53235849,37.60782927
"Hasbro, Inc.",597,576,Brian D. Goldner,www.hasbro.com,1027 Newport Ave.,Pawtucket,2861,RI,-71.35300466,41.88363278
RPM International Inc.,598,613,Frank C. Sullivan,www.rpminc.com,2628 Pearl Rd.,Medina,44256,OH,-81.8441106,41.20237009
"salesforce.com, inc.",599,702,Marc R. Benioff,www.salesforce.com,1 Market St.,San Francisco,94105,CA,-122.3949535,37.79399032
"The Manitowoc Company, Inc.",600,591,Glen E. Tellock,www.manitowoc.com,2400 S. 44th St.,Manitowoc,54220,WI,-87.70651155,44.07026098
Adobe Systems Incorporated,601,540,Shantanu Narayen,www.adobe.com,345 Park Ave.,San Jose,95110,CA,-121.8940867,37.3307902
"Lithia Motors, Inc.",602,653,Bryan B. DeBoer,www.lithia.com,150 N. Bartlett St.,Medford,97501,OR,-122.8726401,42.32837269
"Belk, Inc.",603,592,Thomas M. Belk Jr.,www.belk.com,2801 W. Tyvola Rd.,Charlotte,28217,NC,-80.9231517,35.18807075
Tiffany & Co.,604,611,Michael J. Kowalski,www.tiffany.com,727 Fifth Ave.,New York,10022,NY,-73.9738839,40.76264277
Pioneer Natural Resources Company,605,667,Scott D. Sheffield,www.pxd.com,5205 N. O'Connor Blvd.,Irving,75039,TX,-96.93958758,32.87036607
"Hospira, Inc.",606,575,F. Michael Ball,www.hospira.com,275 N. Field Dr.,Lake Forest,60045,IL,-87.89579013,42.24449554
Liberty Media Corporation,607,0,Gregory B. Maffei,www.libertymedia.com,12300 Liberty Blvd.,Englewood,80112,CO,-104.845484,39.55315908
Hillshire Brands Company,608,288,Sean M. Connolly,www.hillshirebrands.com,400 S. Jefferson St.,Chicago,60607,IL,-87.64317951,41.87607122
Protective Life Corporation,609,628,John D. Johns,www.protective.com,2801 Hwy. 280 S.,Birmingham,35223,AL,-86.76901731,33.47556769
"Roundy's, Inc.",610,602,Robert A. Mariano,www.roundys.com,875 E. Wisconsin Ave.,Milwaukee,53202,WI,-87.90048494,43.03842903
"Adams Resources & Energy, Inc.",611,651,Frank T. Webster,www.adamsresources.com,17 S. Briar Hollow Lane,Houston,77027,TX,-95.45081925,29.75133507
Atmos Energy Corporation,612,634,Kim R. Cocklin,www.atmosenergy.com,5430 L.B.J. Freeway,Dallas,75240,TX,-97.47932624,32.75841417
Brunswick Corporation,613,615,Dustan E. McCoy,www.brunswick.com,1 N. Field Court,Lake Forest,60045,IL,-87.88953281,42.24148302
Graham Holdings Company,614,580,Donald E. Graham,www.ghco.com,1150 15th St. N.W.,Washington,20071,DC,-77.03494094,38.90447016
Stater Bros. Holdings Inc.,615,603,Jack H. Brown,www.staterbros.com,301 S. Tippecanoe Ave.,San Bernadino,92408,CA,-117.2589461,34.09739552
"American Tire Distributors Holdings, Inc.",616,647,William E. Berry,www.atd-us.com,12200 Herbert Wayne Court,Huntersville,28078,NC,-80.86922699,35.38803628
Xylem Inc.,617,612,Patrick K. Decker,www.xyleminc.com,1 International Dr.,Rye Brook,10573,NY,-73.68786655,41.05154937
PolyOne Corporation,618,715,Robert M. Patterson,www.polyone.com,33587 Walker Rd.,Avon Lake,44012,OH,-82.05258304,41.49336966
Del Monte Corporation,619,623,David J. West,www.delmontefoods.com,1 Maritime Plaza,San Francisco,94111,CA,-122.3992077,37.79549304
Electronic Arts Inc.,620,565,Andrew Wilson,www.ea.com,209 Redwood Shores Pkwy.,Redwood City,94065,CA,-122.2540288,37.52327771
Polaris Industries Inc.,621,674,Scott W. Wine,www.polaris.com,2100 Hwy. 55,Medina,55340,MN,-93.57617917,45.05744664
Torchmark Corporation,622,631,"Gary L. Coleman, Larry M. Hutchison",www.torchmarkcorp.com,3700 S. Stonebridge Dr.,McKinney,75070,TX,-96.72915118,33.17167544
The Jones Group Inc.,623,608,Wesley R. Card,www.jonesgroupinc.com,1411 Broadway,New York,10018,NY,-73.98700248,40.75408213
Westlake Chemical Corporation,624,633,Albert Chao,www.westlake.com,2801 Post Oak Blvd.,Houston,77056,TX,-95.46019418,29.73735381
"Flowers Foods, Inc.",625,703,Allen L. Shiver,www.flowersfoods.com,1919 Flowers Circle,Thomasville,31757,GA,-83.93686411,30.81060844
"Leggett & Platt, Incorporated",626,619,David S. Haffner,www.leggett.com,1 Leggett Rd.,Carthage,64836,MO,-94.38322196,37.17685652
"Watsco, Inc.",627,648,Albert H. Nahmad,www.watsco.com,2665 S. Bayshore Dr.,Miami,33133,FL,-80.23671252,25.73118249
"Oil States International, Inc.",628,537,Cindy B. Taylor,www.oilstatesintl.com,333 Clay St.,Houston,77002,TX,-95.42342355,29.75868048
"Ingles Markets, Incorporated",629,620,Robert P. Ingle II,www.ingles-markets.com,2913 U.S. Hwy. 70 W.,Black Mountain,28711,NC,-82.35581454,35.6053167
"Envision Healthcare Holdings, Inc.",630,669,William A. Sanger,www.evhc.net,6200 S. Syracuse Way,Greenwood Village,80111,CO,-104.8983178,39.60322822
Carlisle Companies Incorporated,631,627,David A. Roberts,www.carlisle.com,11605 N. Community House Rd.,Charlotte,28277,NC,-80.8392958,35.05952514
Silgan Holdings Inc.,632,632,Anthony J. Allott,www.silganholdings.com,4 Landmark Sq.,Stamford,6901,CT,-73.53811553,41.05492896
"Triumph Group, Inc.",633,650,Jeffry D. Frisby,www.triumphgroup.com,899 Cassatt Rd.,Berwyn,19312,PA,-75.45894421,40.06204553
Meritor Inc.,634,536,Ivor J. Evans,www.meritor.com,2135 W. Maple Rd.,Troy,48084,MI,-83.17616268,42.54684749
"Unified Grocers, Inc.",635,610,Robert M. Ling Jr.,www.unifiedgrocers.com,5200 Sheila St.,Commerce,90040,CA,-118.1680024,34.00110236
"Thor Industries, Inc.",636,697,Robert W. Martin,www.thorindustries.com,601 E. Beardsley Ave.,Elkhart,46514,IN,-85.96862445,41.69285957
CACI International Inc.,637,614,Kenneth Asbury,www.caci.com,1100 N. Glebe Rd.,Arlington,22201,VA,-77.11799215,38.88349535
"Apollo Education Group, Inc.",638,554,Gregory W. Cappelli,www.apollogrp.edu,4025 S. Riverpoint Pkwy.,Phoenix,85040,AZ,-112.0135549,33.4121847
"Lexmark International, Inc.",639,609,Paul A. Rooke,www.lexmark.com,740 W. New Circle Rd.,Lexington,40550,KY,-84.49112523,38.07259192
Packaging Corporation of America,640,740,Mark W. Kowlzan,www.packagingcorp.com,1955 W. Field Court,Lake Forest,60045,IL,-87.89451199,42.24310565
"Securian Financial Group, Inc.",641,639,Robert L. Senkler,www.securian.com,400 Robert St. N.,St. Paul,55101,MN,-93.09135045,44.9489533
"Patterson Companies, Inc.",642,636,Scott P. Anderson,www.pattersoncompanies.co,1031 Mendota Heights Rd.,St. Paul,55120,MN,-93.14260735,44.8669303
"Sally Beauty Holdings, Inc.",643,638,Gary G. Winterhalter,www.sallybeautyholdings.c,3001 Colorado Blvd.,Denton,76210,TX,-97.099485,33.18476222
"ARRIS Group, Inc.",644,0,Robert J. Stanzione,www.arrisi.com,3871 Lakefield Dr.,Suwanee,30024,GA,-84.15498537,34.06461283
Molex Incorporated,645,644,Martin P. Slark,www.molex.com,2222 Wellington Court,Lisle,60532,IL,-88.0984751,41.79748434
Cabela's Incorporated,646,691,Thomas L. Millner,www.cabelas.com,1 Cabela Dr.,Sidney,69160,NE,-102.9553365,41.11570006
Lam Research Corporation,647,775,Martin B. Anstice,www.lamrc.com,4650 Cushing Pkwy.,Fremont,94538,CA,-121.9573162,37.48878836
Towers Watson & Co.,648,649,John J. Haley,www.towerswatson.com,875 Third Ave.,New York,10022,NY,-73.96916359,40.75720598
"AMETEK, Inc.",649,662,Frank S. Hermance,www.ametek.com,1100 Cassatt Rd.,Berwyn,19312,PA,-75.4634522,40.06178281
USG Corporation,650,663,James S. Metcalf,www.usg.com,550 W. Adams St.,Chicago,60661,IL,-87.64172848,41.87951771
CareFusion Corporation,651,622,Kieran T. Gallahue,www.carefusion.com,3750 Torrey View Court,San Diego,92130,CA,-117.2332605,32.92172867
"Magellan Health Services, Inc.",652,675,Barry M. Smith,www.magellanhealth.com,55 Nod Rd.,Avon,6001,CT,-72.81662522,41.80867988
Perrigo Company plc,653,680,Joseph C. Papa,www.perrigo.com,515 Eastern Ave.,Allegan,49010,MI,-85.83639612,42.52799184
CIT Group Inc.,654,589,John A. Thain,www.cit.com,11 W. 42nd St.,New York,10036,NY,-73.98185562,40.75414843
"Rockwood Holdings, Inc.",655,640,Seifi Ghasemi,www.rocksp.com,100 Overlook Center,Princeton,8540,NJ,-74.64803228,40.32470449
"Clean Harbors, Inc.",656,882,Alan S. McKim,www.cleanharbors.com,42 Longwater Dr.,Norwell,2061,MA,-70.88398829,42.16040182
RadioShack Corporation,657,556,Joseph C. Magnacca,www.radioshackcorporation,300 RadioShack Circle,Fort Worth,76102,TX,-97.33802005,32.75699832
"T. Rowe Price Group, Inc.",658,709,James A. C. Kennedy,www.troweprice.com,100 E. Pratt St.,Baltimore,21202,MD,-76.6129058,39.28722212
"B/E Aerospace, Inc.",659,696,"Amin J. Khoury, Werner Lieberherr",www.beaerospace.com,1400 Corporate Center Way,Wellington,33414,FL,-80.26459677,26.66115788
"CommScope Holding Company, Inc.",660,0,Marvin S. Edwards Jr.,www.commscope.com,1100 CommScope Place S.E.,Hickory,28602,NC,-81.34445427,35.734454
NuStar Energy L.P.,661,389,Bradley C. Barron,www.nustarenergy.com,19003 IH-10 W.,San Antonio,78257,TX,-98.54689306,29.50004185
Cabot Corporation,662,660,Patrick M. Prevost,www.cabot-corp.com,2 Seaport Lane,Boston,2210,MA,-71.04077213,42.34893584
Ryerson Holding Corporation,663,0,Michael C. Arnold,www.ryerson.com,227 W. Monroe St.,Chicago,60606,IL,-87.63464167,41.88033564
Unisys Corporation,664,621,J. Edward Coleman,www.unisys.com,801 Lakeview Dr.,Blue Bell,19422,PA,-75.28577979,40.14484888
United Refining Company,665,641,John A. Catsimatidis,www.urc.com,15 Bradley St.,Warren,16365,PA,-79.12445806,41.8296505
"Continental Resources, Inc.",666,796,Harold G. Hamm,www.clr.com,20 N. Broadway,Oklahoma City,73102,OK,-97.5140651,35.4673464
Pinnacle West Capital Corporation,667,668,Donald E. Brandt,www.pinnaclewest.com,400 N. Fifth St.,Phoenix,85004,AZ,-112.067931,33.45248514
COUNTRY Financial,668,654,Kurt F. Bock,www.countryfinancial.com,1701 N. Towanda Ave.,Bloomington,61701,IL,-88.95655599,40.49727251
Cooper Tire & Rubber Company,669,560,Roy V. Armes,www.coopertire.com,701 Lima Ave.,Findlay,45840,OH,-83.66197303,41.02440909
"HSN, Inc.",670,666,Mindy F. Grossman,www.hsni.com,1 HSN Dr.,St. Petersburg,33729,FL,-82.66433139,27.88188102
"Helmerich & Payne, Inc.",671,684,Hans Helmerich,www.hpinc.com,1437 S. Boulder Ave.,Tulsa,74119,OK,-95.98787281,36.14124343
"Rush Enterprises, Inc.",672,695,W. M. Rush,www.rushenterprises.com,555 Interstate 35 S.,New Braunfels,78130,TX,-98.11738639,29.68792018
"Hub Group, Inc.",673,688,David P. Yeager,www.hubgroup.com,2000 Clearwater Dr.,Oak Brook,60523,IL,-87.93028735,41.85044244
Southwestern Energy Company,674,768,Steven L. Mueller,www.swn.com,2350 N. Sam Houston Pkwy. E.,Houston,77032,TX,-95.35082934,29.93833124
CMFG Life Insurance Company,675,693,Robert N. Trunzo,www.cunamutual.com,5910 Mineral Point Rd.,Madison,53705,WI,-89.48273798,43.06188566
American Tower Corporation,676,734,James D. Taiclet Jr.,www.americantower.com,116 Huntington Ave.,Boston,2116,MA,-71.07997706,42.34644971
Systemax Inc.,677,635,Richard Leeds,www.systemax.com,11 Harbor Park Dr.,Port Washington,11050,NY,-73.66104324,40.80905325
Fastenal Company,678,687,Willard D. Oberton,www.fastenal.com,2001 Theurer Blvd.,Winona,55987,MN,-91.68684126,44.06264315
ADT Corporation,679,671,Naren Gursahaney,www.adt.com,1501 Yamato Rd.,Boca Raton,33431,FL,-80.11689255,26.39412045
"First Solar, Inc.",680,657,James A. Hughes,www.firstsolar.com,350 W. Washington St.,Tempe,85281,AZ,-111.9439971,33.43785301
"American Eagle Outfitters, Inc.",681,642,Jay L. Schottenstein,www.ae.com,77 Hot Metal St.,Pittsburgh,15203,PA,-79.96355295,40.42681249
"Valmont Industries, Inc.",682,706,Mogens C. Bay,www.valmont.com,1 Valmont Plaza,Omaha,68154,NE,-96.1309795,41.26511078
"SkyWest, Inc.",683,637,Jerry C. Atkin,www.skywest.com,444 S. River Rd.,St. George,84790,UT,-113.5569316,37.10065056
"Delta Tucker Holdings, Inc.",684,581,Steven F. Gaffney,www.dyn-intl.com,1700 Old Meadow Rd.,McLean,22102,VA,-77.21205074,38.92237821
"Oceaneering International, Inc.",685,752,M. Kevin McEvoy,www.oceaneering.com,11911 FM 529 Rd.,Houston,77041,TX,-95.5942844,29.87999907
EchoStar Corporation,686,689,Michael T. Dugan,www.echostar.com,100 Inverness Terrace E.,Englewood,80112,CO,-104.8673231,39.5762772
Alliant Energy Corporation,687,655,Patricia L. Kampling,www.alliantenergy.com,4902 N. Biltmore Lane,Madison,53718,WI,-89.29585618,43.15106134
Boise Cascade Company,688,754,Thomas E. Carlile,www.bc.com,1111 W. Jefferson St.,Boise,83702,ID,-116.2059918,43.61948653
Lennox International Inc.,689,658,Todd M. Bluedorn,www.lennoxinternational.c,2140 Lake Park Blvd.,Richardson,75080,TX,-96.76063085,32.98222577
The Babcock & Wilcox Company,690,670,E. James Ferland,www.babcock.com,13024 Ballantyne Corporate Place,Charlotte,28277,NC,-80.84282075,35.05599556
"Fossil Group, Inc.",691,735,Kosta N. Kartsotis,www.fossilgroup.com,901 S. Central Expressway,Richardson,75080,TX,-96.74530705,32.93799887
"Hawaiian Electric Industries, Inc.",692,656,Constance H. Lau,www.hei.com,1001 Bishop St.,Honolulu,96813,HI,-157.860776,21.30830076
"Roper Industries, Inc.",693,714,Brian D. Jellison,www.roperind.com,6901 Professional Pkwy. E.,Sarasota,34240,FL,-82.43177611,27.38417659
Snap-on Incorporated,694,694,Nicholas T. Pinchuk,www.snapon.com,2801 80th St.,Kenosha,53143,WI,-87.84300122,42.5567099
"Arch Coal, Inc.",695,564,John W. Eaves,www.archcoal.com,1 CityPlace Dr.,St. Louis,63141,MO,-90.44014814,38.67304572
"Chipotle Mexican Grill, Inc.",696,763,"M. Steven Ells , Montgomery F. Moran",www.chipotle.com,1401 Wynkoop St.,Denver,80202,CO,-105.0029796,39.75047612
"The NASDAQ OMX Group, Inc.",697,690,Robert Greifeld,www.nasdaqomx.com,1 Liberty Plaza,New York,10006,NY,-74.01082048,40.70970251
"American Axle & Manufacturing Holdings, Inc.",698,723,David C. Dauch,www.aam.com,1 Dauch Dr.,Detroit,48211,MI,-83.06718194,42.38802446
New Jersey Resources Corporation,699,863,Laurence M. Downes,www.njresources.com,1415 Wyckoff Rd.,Wall,7719,NJ,-74.12874189,40.21061412
"Church & Dwight Co., Inc.",700,725,James R. Craigie,www.churchdwight.com,500 Charles Ewing Blvd.,Ewing,8628,NJ,-74.79347138,40.28810861
"The ServiceMaster Company, LLC",701,678,Robert J. Gillette,www.servicemaster.com,860 Ridge Lake Blvd.,Memphis,38120,TN,-89.86627416,35.10741798
"Exterran Holdings, Inc.",702,736,D. Bradley Childers,www.exterran.com,16666 Northchase Dr.,Houston,77060,TX,-95.40218033,29.94239538
"Puget Energy, Inc.",703,673,Kimberly J. Harris,www.pugetenergy.com,10885 N.E. 4th St.,Bellevue,98004,WA,-122.1949932,47.61347795
Eastman Kodak Company,704,562,Jeffrey J. Clarke,www.kodak.com,343 State St.,Rochester,14650,NY,-77.61963335,43.16094211
Hubbell Incorporated,705,705,David G. Nord,www.hubbell.com,40 Waterview Dr.,Shelton,6484,CT,-73.08048142,41.29673406
Arthur J. Gallagher & Co.,706,806,J. Patrick Gallagher Jr.,www.ajg.com,2 Pierce Place,Itasca,60143,IL,-88.01488728,41.98834183
"Nu Skin Enterprises, Inc.",707,891,M. Truman Hunt,www.nuskinenterprises.com,75 W. Center St.,Provo,84601,UT,-111.6601194,40.2330141
"NBTY, Inc.",708,701,Jeffrey A. Nagel,www.nbty.com,2100 Smithtown Ave.,Ronkonkoma,11779,NY,-73.11187545,40.79424206
"Forest Laboratories, Inc.",709,523,Brenton L. Saunders,www.frx.com,909 Third Ave.,New York,10022,NY,-73.96848944,40.75847325
American National Insurance Company,710,717,Robert L. Moody,www.anico.com,1 Moody Plaza,Galveston,77550,TX,-94.78989523,29.30700015
"Rent-A-Center, Inc.",711,699,Robert D. Davis,www.rentacenter.com,5501 Headquarters Dr.,Plano,75024,TX,-96.81378788,33.08513384
Sabre Corporation,712,0,Thomas Klein,www.sabre.com,3150 Sabre Dr.,Southlake,76092,TX,-97.16087108,32.98249538
Regal Beloit Corporation,713,682,Mark J. Gliebe,www.regalbeloit.com,200 State St.,Beloit,53511,WI,-89.03637182,42.49841297
Cooper-Standard Holdings Inc.,714,733,Jeffrey S. Edwards,www.cooperstandard.com,39550 Orchard Hill Place Dr.,Novi,48375,MI,-83.45368356,42.47199002
"Urban Outfitters, Inc.",715,749,Richard A. Hayne,www.urbanoutfittersinc.co,5000 S. Broad St.,Philadelphia,19112,PA,-75.17601439,39.88914073
W.R. Grace & Co.,716,683,Alfred E. Festa,www.grace.com,7500 Grace Dr.,Columbia,21044,MD,-76.90367796,39.1903666
"Chiquita Brands International, Inc.",717,700,Edward F. Lonergan,www.chiquita.com,550 S. Caldwell St.,Charlotte,28202,NC,-80.8442135,35.22063018
NewPage Holdings Inc.,718,0,George F. Martin,www.newpagecorp.com,8540 Gander Creek Dr.,Miamisburg,45342,OH,-84.2142791,39.62438318
"LVB Acquisition, Inc.",719,741,Jeffrey R. Binder,www.biomet.com,56 E. Bell Dr.,Warsaw,46582,IN,-85.84143399,41.26642724
"C.R. Bard, Inc.",720,721,Timothy M. Ring,www.crbard.com,730 Central Ave.,Murray Hill,7974,NJ,-74.41111259,40.69739661
"Green Plains Renewable Energy, Inc.",721,645,Todd A. Becker,www.gpreinc.com,450 Regency Pkwy.,Omaha,68114,NE,-96.07473245,41.25492962
Regal Entertainment Group,722,742,Amy E. Miles,www.regmovies.com,7132 Regal Lane,Knoxville,37918,TN,-83.92418717,36.07907956
PHH Corporation,723,646,Glen A. Messina,www.phh.com,3000 Leadenhall Rd.,Mount Laurel,8054,NJ,-74.90339791,39.95960206
Dresser-Rand Group Inc.,724,760,Vincent R. Volpe Jr.,www.dresser-rand.com,10205 Westheimer Rd.,Houston,77042,TX,-95.55596724,29.73656498
Alere Inc.,725,745,Ron Zwanziger,www.alere.com,51 Sawyer Rd.,Waltham,2453,MA,-71.25854459,42.36131269
Iron Mountain Incorporated,726,712,William L. Meaney,www.ironmountain.com,1 Federal St.,Boston,2110,MA,-71.05683725,42.35611203
IAC/InterActiveCorp,727,748,Barry Diller,www.iac.com,555 W. 18th St.,New York,10011,NY,-74.00777074,40.74543879
Crown Castle International Corp.,728,829,W. Benjamin Moreland,www.crowncastle.com,1220 Augusta Dr.,Houston,77057,TX,-95.48310594,29.75466829
"DCP Midstream Partners, LP",729,0,Wouter T. van Kempen,www.dcppartners.com,370 17th St.,Denver,80202,CO,-104.9884085,39.74351965
Select Medical Holdings Corporation,730,722,David S. Chernow,www.selectmedicalholdings,4714 Gettysburg Rd.,Mechanicsburg,17055,PA,-76.95764965,40.21264012
Moody's Corporation,731,765,Raymond W. McDaniel Jr.,www.moodys.com,250 Greenwich St.,New York,10007,NY,-74.01212247,40.71335268
Exide Technologies,732,698,Robert M. Caruso,www.exide.com,13000 Deerfield Pkwy.,Milton,30004,GA,-84.26648104,34.09712999
"Amkor Technology, Inc.",733,757,Stephen D. Kelley,www.amkor.com,1900 S. Price Rd.,Chandler,85286,AZ,-111.8904385,33.27659058
International Flavors & Fragrances Inc.,734,743,Douglas D. Tough,www.iff.com,521 W. 57th St.,New York,10019,NY,-73.98944343,40.76974418
DENTSPLY International Inc.,735,724,Bret W. Wise,www.dentsply.com,221 W. Philadelphia St.,York,17401,PA,-76.73407644,39.96288947
Iasis Healthcare LLC,736,738,W. Carl Whitmer,www.iasishealthcare.com,117 Seaboard Lane,Franklin,37067,TN,-86.8223524,35.96173839
"Varian Medical Systems, Inc.",737,747,Dow R. Wilson,www.varian.com,3100 Hansen Way,Palo Alto,94304,CA,-122.1428771,37.41703678
CME Group Inc.,738,726,Phupinder S. Gill,www.cmegroup.com,20 S. Wacker Dr.,Chicago,60606,IL,-87.63771954,41.88116095
"QEP Resources, Inc.",739,848,Charles B. Stanley,www.qepres.com,1050 17th St.,Denver,80265,CO,-104.9940732,39.74825536
"Penn National Gaming, Inc.",740,729,Timothy J. Wilmott,www.pngaming.com,825 Berkshire Blvd.,Wyomissing,19610,PA,-75.96899412,40.35075807
"Citrix Systems, Inc.",741,789,Mark B. Templeton,www.citrix.com,851 W. Cypress Creek Rd.,Fort Lauderdale,33309,FL,-80.15421119,26.20382466
Cerner Corporation,742,774,Neal L. Patterson,www.cerner.com,2800 Rockcreek Pkwy.,North Kansas City,64117,MO,-94.54586943,39.14998716
"H&R Block, Inc.",743,665,William C. Cobb,www.hrblock.com,1 H&R Block Way,Kansas City,64105,MO,-94.5982371,39.19859283
Tribune Company,744,0,Peter Liguori,www.tribune.com,435 N. Michigan Ave.,Chicago,60611,IL,-87.62333215,41.89034796
"American Water Works Company, Inc.",745,731,Susan N. Story,www.amwater.com,1025 Laurel Oak Rd.,Voorhees,8043,NJ,-74.97352459,39.84491662
Health Care REIT,746,975,Thomas J. DeRosa,www.hcreit.com,4500 Dorr St.,Toledo,43615,OH,-83.64693483,41.65584378
"Leap Wireless International, Inc.",747,686,Randall L. Stephenson,www.att.com,5887 Copley Dr.,San Diego,92111,CA,-117.1743279,32.84485253
Harsco Corporation,748,704,David C. Everitt,www.harsco.com,350 Poplar Church Rd.,Camp Hill,17011,PA,-76.90979723,40.25976871
Boyd Gaming Corporation,749,814,Keith E. Smith,www.boydgaming.com,3883 Howard Hughes Pkwy.,Las Vegas,89169,NV,-115.1582552,36.11874171
Brookdale Senior Living Inc.,750,755,T. Andrew Smith,www.brookdale.com,111 Westwood Place,Brentwood,37027,TN,-86.8064576,36.03598621
"ScanSource, Inc.",751,711,Michael L. Baur,www.scansourceinc.com,6 Logue Court,Greenville,29615,SC,-82.24712786,34.85475378
Warner Music Group Corp.,752,753,Stephen F. Cooper,www.wmg.com,75 Rockefeller Plaza,New York,10019,NY,-73.97783708,40.75991763
Steelcase Inc.,753,758,James P. Keane,www.steelcase.com,901 44th St. S.E.,Grand Rapids,49508,MI,-85.64030113,42.88450236
OGE Energy Corp.,754,624,Peter B. Delaney,www.oge.com,321 N. Harvey Ave.,Oklahoma City,73102,OK,-97.51819931,35.47068891
"StanCorp Financial Group, Inc.",755,730,J. Gregory Ness,www.stancorpfinancial.com,1100 S.W. Sixth Ave.,Portland,97204,OR,-122.6797321,45.51594587
Huntington Bancshares Incorporated,756,707,Stephen D. Steinour,www.huntington.com,41 S. High St.,Columbus,43287,OH,-83.00082835,39.96107178
"Diebold, Incorporated",757,716,Andreas W. Mattes,www.diebold.com,5995 Mayfair Rd.,North Canton,44720,OH,-81.42306414,40.90737243
"Lincoln Electric Holdings, Inc.",758,737,Christopher L. Mapes,www.lincolnelectric.com,22801 St. Clair Ave.,Cleveland,44117,OH,-81.51952205,41.58842574
"TECO Energy, Inc.",759,692,John B. Ramil,www.tecoenergy.com,702 N. Franklin St.,Tampa,33602,FL,-82.45949508,27.95014839
Brown-Forman Corporation,760,767,Paul C. Varga,www.brown-forman.com,850 Dixie Hwy.,Louisville,40210,KY,-85.78372322,38.24495562
"Brinker International, Inc.",761,744,Wyman T. Roberts,www.brinker.com,6820 L.B.J. Freeway,Dallas,75240,TX,-97.47932613,32.75841353
KLA-Tencor Corporation,762,681,Richard P. Wallace,www.kla-tencor.com,1 Technology Dr.,Milpitas,95035,CA,-121.9259394,37.42058866
"The Bon-Ton Stores, Inc.",763,719,Brendan L. Hoffman,www.bonton.com,2801 E. Market St.,York,17402,PA,-76.67154316,39.97771778
Whiting Petroleum Corporation,764,889,James J. Volker,www.whiting.com,1700 Broadway,Denver,80290,CO,-104.9869264,39.74359144
"Ventas, Inc.",765,807,Debra A. Cafaro,www.ventasreit.com,353 N. Clark St.,Chicago,60654,IL,-87.63024122,41.88878548
Endo International plc,766,708,Rajiv De Silva,www.endo.com,1400 Atwater Dr.,Malvern,19355,PA,-75.52928496,40.07112161
Mercury General Corporation,767,751,Gabriel Tirador,www.mercuryinsurance.com,4484 Wilshire Blvd.,Los Angeles,90010,CA,-118.3271018,34.06155056
The Scotts Miracle-Gro Company,768,739,James Hagedorn,www.scotts.com,14111 Scottslawn Rd.,Marysville,43041,OH,-83.30992678,40.20862602
Vornado Realty Trust,769,727,Steven Roth,www.vno.com,888 Seventh Ave.,New York,10019,NY,-73.98044037,40.76501809
"Constellation Brands, Inc.",770,779,Robert S. Sands,www.cbrands.com,207 High Point Dr.,Victor,14564,NY,-77.43519701,43.02970996
ON Semiconductor Corporation,771,732,Keith D. Jackson,www.onsemi.com,5005 E. McDowell Rd.,Phoenix,85008,AZ,-111.9727661,33.4634839
